"ID","POSTDATE","COMPANY","floorplans__ID","floorplans__NAME","floorplans__SQFTMIN","floorplans__SQFTMAX","unittypes__ID","unittypes__utpricing__LT","unittypes__utpricing__STARTDATE","unittypes__utpricing__ENDDATE","unittypes__utpricing__BASERENT","unittypes__utpricing__CONCESSION","unittypes__utpricing__EFFRENT","unittypes__utpricing__CONTYPE","unittypes__utpricing__CONVALUE","units__ID","units__AVAILDATE","units__STATUS","units__UNITTYPE","units__UNITCAT","units__AMENITYVALUE","units__FLOORPLANID","units__amenity__ID","units__amenity__DESCRIPTION","units__amenity__VALUE","units__offeredterm__LT","units__offeredterm__BASERENT","units__offeredterm__TOTALCONCESSION","units__offeredterm__EFFECTIVERENT","units__offeredterm__CONTYPE","units__offeredterm__CONVALUE","units__offeredterm__STARTDATE","units__offeredterm__ENDDATE","units__offeredterm__PVENDDATE"
"151NO","20170821","Madera","1311","203-a1 | 1 | 1.00","624","624","1311","2","20170821","20170827","1090.00","0.00","1090.00","T","0.00","0102","20170825","Vacant Unavailable","1312","2x2","75.00","1312","94","Madera Upgrade","75.0000","2","1220.00","0.00","1220.00","T","0.00","20170825","20170901","20170901"
"","","","1312","203-b1 | 2 | 2.00","878","878","","2","20170828","20170903","905.00","0.00","905.00","T","0.00","","","","","","","","","","","3","1155.00","0.00","1155.00","T","0.00","20170825","20170901","20170901"
"","","","1313","203-e1 | 1 | 1.00","370","370","","2","20170904","20170910","905.00","0.00","905.00","T","0.00","","","","","","","","","","","4","1145.00","0.00","1145.00","T","0.00","20170825","20170901","20170901"
"","","","","","","","","2","20170911","20170917","905.00","0.00","905.00","T","0.00","","","","","","","","","","","5","1360.00","0.00","1360.00","T","0.00","20170825","20170901","20170901"
"","","","","","","","","2","20170918","20170924","905.00","0.00","905.00","T","0.00","","","","","","","","","","","6","1125.00","0.00","1125.00","T","0.00","20170825","20170901","20170901"
"","","","","","","","","2","20170925","20171001","895.00","0.00","895.00","T","0.00","","","","","","","","","","","7","895.00","0.00","895.00","T","0.00","20170825","20170901","20170901"
"","","","","","","","","2","20171002","20171008","895.00","0.00","895.00","T","0.00","","","","","","","","","","","8","960.00","0.00","960.00","T","0.00","20170825","20170901","20170901"
"","","","","","","","","2","20171009","20171015","895.00","0.00","895.00","T","0.00","","","","","","","","","","","9","885.00","0.00","885.00","T","0.00","20170825","20170901","20170901"
"","","","","","","","","2","20171016","20171022","895.00","0.00","895.00","T","0.00","","","","","","","","","","","10","890.00","0.00","890.00","T","0.00","20170825","20170901","20170901"
"","","","","","","","","2","20171023","20171029","895.00","0.00","895.00","T","0.00","","","","","","","","","","","11","885.00","0.00","885.00","T","0.00","20170825","20170901","20170901"
"","","","","","","","","2","20171030","20171105","900.00","0.00","900.00","T","0.00","","","","","","","","","","","12","1050.00","0.00","1050.00","T","0.00","20170825","20170901","20170901"
"","","","","","","","","2","20171106","20171112","1055.00","0.00","1055.00","T","0.00","0112","20170523","Vacant Ready","1312","2x2","75.00","1312","94","Madera Upgrade","75.0000","2","1220.00","0.00","1220.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","2","20171113","20171119","1055.00","0.00","1055.00","T","0.00","","","","","","","","","","","3","1155.00","0.00","1155.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","2","20171120","20171126","1055.00","0.00","1055.00","T","0.00","","","","","","","","","","","4","1145.00","0.00","1145.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","2","20171127","20171203","1060.00","0.00","1060.00","T","0.00","","","","","","","","","","","5","1360.00","0.00","1360.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","2","20171204","20171210","1060.00","0.00","1060.00","T","0.00","","","","","","","","","","","6","1125.00","0.00","1125.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","2","20171211","20171217","1060.00","0.00","1060.00","T","0.00","","","","","","","","","","","7","895.00","0.00","895.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20170821","20170827","850.00","0.00","850.00","T","0.00","","","","","","","","","","","8","960.00","0.00","960.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20170828","20170903","850.00","0.00","850.00","T","0.00","","","","","","","","","","","9","885.00","0.00","885.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20170904","20170910","850.00","0.00","850.00","T","0.00","","","","","","","","","","","10","890.00","0.00","890.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20170911","20170917","850.00","0.00","850.00","T","0.00","","","","","","","","","","","11","885.00","0.00","885.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20170918","20170924","850.00","0.00","850.00","T","0.00","","","","","","","","","","","12","1050.00","0.00","1050.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20170925","20171001","835.00","0.00","835.00","T","0.00","0114","20170626","Vacant Ready","1312","2x2","75.00","1312","94","Madera Upgrade","75.0000","2","1220.00","0.00","1220.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20171002","20171008","835.00","0.00","835.00","T","0.00","","","","","","","","","","","3","1155.00","0.00","1155.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20171009","20171015","835.00","0.00","835.00","T","0.00","","","","","","","","","","","4","1145.00","0.00","1145.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20171016","20171022","835.00","0.00","835.00","T","0.00","","","","","","","","","","","5","1360.00","0.00","1360.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20171023","20171029","835.00","0.00","835.00","T","0.00","","","","","","","","","","","6","1125.00","0.00","1125.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20171030","20171105","845.00","0.00","845.00","T","0.00","","","","","","","","","","","7","895.00","0.00","895.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20171106","20171112","995.00","0.00","995.00","T","0.00","","","","","","","","","","","8","960.00","0.00","960.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20171113","20171119","995.00","0.00","995.00","T","0.00","","","","","","","","","","","9","885.00","0.00","885.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20171120","20171126","995.00","0.00","995.00","T","0.00","","","","","","","","","","","10","890.00","0.00","890.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20171127","20171203","1295.00","0.00","1295.00","T","0.00","","","","","","","","","","","11","885.00","0.00","885.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20171204","20171210","1295.00","0.00","1295.00","T","0.00","","","","","","","","","","","12","1050.00","0.00","1050.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","3","20171211","20171217","1295.00","0.00","1295.00","T","0.00","0202","20170811","Vacant Ready","1311","1x1","75.00","1311","94","Madera Upgrade","75.0000","2","1165.00","0.00","1165.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","4","20170821","20170827","840.00","0.00","840.00","T","0.00","","","","","","","","","","","3","925.00","0.00","925.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","4","20170828","20170903","835.00","0.00","835.00","T","0.00","","","","","","","","","","","4","915.00","0.00","915.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","4","20170904","20170910","835.00","0.00","835.00","T","0.00","","","","","","","","","","","5","860.00","0.00","860.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","4","20170911","20170917","835.00","0.00","835.00","T","0.00","","","","","","","","","","","6","830.00","0.00","830.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","4","20170918","20170924","835.00","0.00","835.00","T","0.00","","","","","","","","","","","7","1045.00","0.00","1045.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","4","20170925","20171001","825.00","0.00","825.00","T","0.00","","","","","","","","","","","8","820.00","0.00","820.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","4","20171002","20171008","825.00","0.00","825.00","T","0.00","","","","","","","","","","","9","810.00","0.00","810.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","4","20171009","20171015","825.00","0.00","825.00","T","0.00","","","","","","","","","","","10","730.00","0.00","730.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","4","20171016","20171022","825.00","0.00","825.00","T","0.00","","","","","","","","","","","11","895.00","0.00","895.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","4","20171023","20171029","825.00","0.00","825.00","T","0.00","","","","","","","","","","","12","720.00","0.00","720.00","T","0.00","20170821","20170828","20170828"
"","","","","","","","","4","20171030","20171105","1075.00","0.00","1075.00","T","0.00","0216","20170828","Vacant Unavailable","1311","1x1","0.00","1311","","","","2","905.00","0.00","905.00","T","0.00","20170828","20170904","20170904"
"","","","","","","","","4","20171106","20171112","1270.00","0.00","1270.00","T","0.00","","","","","","","","","","","3","850.00","0.00","850.00","T","0.00","20170828","20170904","20170904"
"","","","","","","","","4","20171113","20171119","1270.00","0.00","1270.00","T","0.00","","","","","","","","","","","4","835.00","0.00","835.00","T","0.00","20170828","20170904","20170904"
"","","","","","","","","4","20171120","20171126","1270.00","0.00","1270.00","T","0.00","","","","","","","","","","","5","785.00","0.00","785.00","T","0.00","20170828","20170904","20170904"
"","","","","","","","","4","20171127","20171203","990.00","0.00","990.00","T","0.00","","","","","","","","","","","6","980.00","0.00","980.00","T","0.00","20170828","20170904","20170904"
"","","","","","","","","4","20171204","20171210","990.00","0.00","990.00","T","0.00","","","","","","","","","","","7","755.00","0.00","755.00","T","0.00","20170828","20170904","20170904"
"","","","","","","","","4","20171211","20171217","990.00","0.00","990.00","T","0.00","","","","","","","","","","","8","745.00","0.00","745.00","T","0.00","20170828","20170904","20170904"
"","","","","","","","","5","20170821","20170827","785.00","0.00","785.00","T","0.00","","","","","","","","","","","9","735.00","0.00","735.00","T","0.00","20170828","20170904","20170904"
"","","","","","","","","5","20170828","20170903","785.00","0.00","785.00","T","0.00","","","","","","","","","","","10","830.00","0.00","830.00","T","0.00","20170828","20170904","20170904"
"","","","","","","","","5","20170904","20170910","785.00","0.00","785.00","T","0.00","","","","","","","","","","","11","655.00","0.00","655.00","T","0.00","20170828","20170904","20170904"
"","","","","","","","","5","20170911","20170917","785.00","0.00","785.00","T","0.00","","","","","","","","","","","12","660.00","0.00","660.00","T","0.00","20170828","20170904","20170904"
"","","","","","","","","5","20170918","20170924","785.00","0.00","785.00","T","0.00","0312","20170914","On Notice","1312","2x2","0.00","1312","","","","2","1135.00","0.00","1135.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","5","20170925","20171001","1010.00","0.00","1010.00","T","0.00","","","","","","","","","","","3","1070.00","0.00","1070.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","5","20171002","20171008","1010.00","0.00","1010.00","T","0.00","","","","","","","","","","","4","1340.00","0.00","1340.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","5","20171009","20171015","1010.00","0.00","1010.00","T","0.00","","","","","","","","","","","5","1275.00","0.00","1275.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","5","20171016","20171022","1010.00","0.00","1010.00","T","0.00","","","","","","","","","","","6","835.00","0.00","835.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","5","20171023","20171029","1010.00","0.00","1010.00","T","0.00","","","","","","","","","","","7","900.00","0.00","900.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","5","20171030","20171105","785.00","0.00","785.00","T","0.00","","","","","","","","","","","8","825.00","0.00","825.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","5","20171106","20171112","930.00","0.00","930.00","T","0.00","","","","","","","","","","","9","810.00","0.00","810.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","5","20171113","20171119","930.00","0.00","930.00","T","0.00","","","","","","","","","","","10","810.00","0.00","810.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","5","20171120","20171126","930.00","0.00","930.00","T","0.00","","","","","","","","","","","11","975.00","0.00","975.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","5","20171127","20171203","930.00","0.00","930.00","T","0.00","","","","","","","","","","","12","810.00","0.00","810.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","5","20171204","20171210","930.00","0.00","930.00","T","0.00","0313","20170914","On Notice","1312","2x2","50.00","1312","73","1st Floor","25.0000","2","1185.00","0.00","1185.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","5","20171211","20171217","930.00","0.00","930.00","T","0.00","","","","","","","","74","W/D Installed","25.0000","3","1120.00","0.00","1120.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","6","20170821","20170827","755.00","0.00","755.00","T","0.00","","","","","","","","","","","4","1390.00","0.00","1390.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","6","20170828","20170903","980.00","0.00","980.00","T","0.00","","","","","","","","","","","5","1325.00","0.00","1325.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","6","20170904","20170910","980.00","0.00","980.00","T","0.00","","","","","","","","","","","6","885.00","0.00","885.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","6","20170911","20170917","980.00","0.00","980.00","T","0.00","","","","","","","","","","","7","950.00","0.00","950.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","6","20170918","20170924","980.00","0.00","980.00","T","0.00","","","","","","","","","","","8","875.00","0.00","875.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","6","20170925","20171001","755.00","0.00","755.00","T","0.00","","","","","","","","","","","9","860.00","0.00","860.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","6","20171002","20171008","755.00","0.00","755.00","T","0.00","","","","","","","","","","","10","860.00","0.00","860.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","6","20171009","20171015","755.00","0.00","755.00","T","0.00","","","","","","","","","","","11","1025.00","0.00","1025.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","6","20171016","20171022","755.00","0.00","755.00","T","0.00","","","","","","","","","","","12","860.00","0.00","860.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","6","20171023","20171029","755.00","0.00","755.00","T","0.00","0316","20170909","Vacant Unavailable","1312","2x2","75.00","1312","94","Madera Upgrade","75.0000","2","1210.00","0.00","1210.00","T","0.00","20170909","20170916","20170916"
"","","","","","","","","6","20171030","20171105","760.00","0.00","760.00","T","0.00","","","","","","","","","","","3","1145.00","0.00","1145.00","T","0.00","20170909","20170916","20170916"
"","","","","","","","","6","20171106","20171112","760.00","0.00","760.00","T","0.00","","","","","","","","","","","4","1415.00","0.00","1415.00","T","0.00","20170909","20170916","20170916"
"","","","","","","","","6","20171113","20171119","760.00","0.00","760.00","T","0.00","","","","","","","","","","","5","1350.00","0.00","1350.00","T","0.00","20170909","20170916","20170916"
"","","","","","","","","6","20171120","20171126","760.00","0.00","760.00","T","0.00","","","","","","","","","","","6","910.00","0.00","910.00","T","0.00","20170909","20170916","20170916"
"","","","","","","","","6","20171127","20171203","750.00","0.00","750.00","T","0.00","","","","","","","","","","","7","975.00","0.00","975.00","T","0.00","20170909","20170916","20170916"
"","","","","","","","","6","20171204","20171210","750.00","0.00","750.00","T","0.00","","","","","","","","","","","8","900.00","0.00","900.00","T","0.00","20170909","20170916","20170916"
"","","","","","","","","6","20171211","20171217","750.00","0.00","750.00","T","0.00","","","","","","","","","","","9","885.00","0.00","885.00","T","0.00","20170909","20170916","20170916"
"","","","","","","","","7","20170821","20170827","970.00","0.00","970.00","T","0.00","","","","","","","","","","","10","885.00","0.00","885.00","T","0.00","20170909","20170916","20170916"
"","","","","","","","","7","20170828","20170903","755.00","0.00","755.00","T","0.00","","","","","","","","","","","11","1050.00","0.00","1050.00","T","0.00","20170909","20170916","20170916"
"","","","","","","","","7","20170904","20170910","755.00","0.00","755.00","T","0.00","","","","","","","","","","","12","885.00","0.00","885.00","T","0.00","20170909","20170916","20170916"
"","","","","","","","","7","20170911","20170917","755.00","0.00","755.00","T","0.00","0402","20170914","On Notice","1312","2x2","0.00","1312","","","","2","1135.00","0.00","1135.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","7","20170918","20170924","755.00","0.00","755.00","T","0.00","","","","","","","","","","","3","1070.00","0.00","1070.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","7","20170925","20171001","745.00","0.00","745.00","T","0.00","","","","","","","","","","","4","1340.00","0.00","1340.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","7","20171002","20171008","745.00","0.00","745.00","T","0.00","","","","","","","","","","","5","1275.00","0.00","1275.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","7","20171009","20171015","745.00","0.00","745.00","T","0.00","","","","","","","","","","","6","835.00","0.00","835.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","7","20171016","20171022","745.00","0.00","745.00","T","0.00","","","","","","","","","","","7","900.00","0.00","900.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","7","20171023","20171029","745.00","0.00","745.00","T","0.00","","","","","","","","","","","8","825.00","0.00","825.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","7","20171030","20171105","750.00","0.00","750.00","T","0.00","","","","","","","","","","","9","810.00","0.00","810.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","7","20171106","20171112","750.00","0.00","750.00","T","0.00","","","","","","","","","","","10","810.00","0.00","810.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","7","20171113","20171119","750.00","0.00","750.00","T","0.00","","","","","","","","","","","11","975.00","0.00","975.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","7","20171120","20171126","750.00","0.00","750.00","T","0.00","","","","","","","","","","","12","810.00","0.00","810.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","7","20171127","20171203","935.00","0.00","935.00","T","0.00","0403","20170906","On Notice","1312","2x2","150.00","1312","73","1st Floor","25.0000","2","1285.00","0.00","1285.00","T","0.00","20170906","20170913","20170913"
"","","","","","","","","7","20171204","20171210","935.00","0.00","935.00","T","0.00","","","","","","","","94","Madera Upgrade","125.0000","3","1220.00","0.00","1220.00","T","0.00","20170906","20170913","20170913"
"","","","","","","","","7","20171211","20171217","935.00","0.00","935.00","T","0.00","","","","","","","","","","","4","1490.00","0.00","1490.00","T","0.00","20170906","20170913","20170913"
"","","","","","","","","8","20170821","20170827","745.00","0.00","745.00","T","0.00","","","","","","","","","","","5","1425.00","0.00","1425.00","T","0.00","20170906","20170913","20170913"
"","","","","","","","","8","20170828","20170903","745.00","0.00","745.00","T","0.00","","","","","","","","","","","6","985.00","0.00","985.00","T","0.00","20170906","20170913","20170913"
"","","","","","","","","8","20170904","20170910","745.00","0.00","745.00","T","0.00","","","","","","","","","","","7","1050.00","0.00","1050.00","T","0.00","20170906","20170913","20170913"
"","","","","","","","","8","20170911","20170917","745.00","0.00","745.00","T","0.00","","","","","","","","","","","8","975.00","0.00","975.00","T","0.00","20170906","20170913","20170913"
"","","","","","","","","8","20170918","20170924","745.00","0.00","745.00","T","0.00","","","","","","","","","","","9","960.00","0.00","960.00","T","0.00","20170906","20170913","20170913"
"","","","","","","","","8","20170925","20171001","735.00","0.00","735.00","T","0.00","","","","","","","","","","","10","960.00","0.00","960.00","T","0.00","20170906","20170913","20170913"
"","","","","","","","","8","20171002","20171008","735.00","0.00","735.00","T","0.00","","","","","","","","","","","11","1125.00","0.00","1125.00","T","0.00","20170906","20170913","20170913"
"","","","","","","","","8","20171009","20171015","735.00","0.00","735.00","T","0.00","","","","","","","","","","","12","960.00","0.00","960.00","T","0.00","20170906","20170913","20170913"
"","","","","","","","","8","20171016","20171022","735.00","0.00","735.00","T","0.00","0406","20170914","On Notice","1312","2x2","0.00","1312","","","","2","1135.00","0.00","1135.00","T","0.00","20170914","20170921","20170921"
"","","","","","","","","8","20171023","20171029","735.00","0.00","735.00","T","0.00","","","","","","","","","","","3","1070.00","0.00","1070.00","T","0.00","20170914","20170921","20170921"
